표준 번호,표준 제정 번호,표준 분류,표준 명,표준 상태,제정 년도,제정기관 표준이력,관련 사이트,표준 개요,표준 요약
MND-ISO/IEC 18023-3:2006,STF Binary Encoding -- Part 3,DITA 2023 v3,SEDRIS,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=39412,"SEDRIS는 Synthetic Environment Data Representation and Interchange Specification의 약자로 사용되었으나 지금은 SEDRIS 자체를 고유명사로 사용함. 이전에는 SEDRIS를 DMSO (Defense Modeling and Simulation Office) 에서 주관하였으나, 현재는 DoD M&S Coordination Office과 주관하고 있음. SEDRIS는 지형, 특성, 모델을 포함한 종합적인 데이터를 교환할 수 있도록 제작된 표준임.",생략,생략
MND-ISO/IEC 18024-4 : 2006,"Information technology -- SEDRIS language bindings -- Part 4: C, 2006-05-19",DITA 2023 v3,SEDRIS,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=30809,"SEDRIS는 Synthetic Environment Data Representation and Interchange Specification의 약자로 사용되었으나 지금은 SEDRIS 자체를 고유명사로 사용함. 이전에는 SEDRIS를 DMSO (Defense Modeling and Simulation Office) 에서 주관하였으나, 현재는 DoD M&S Coordination Office과 주관하고 있음. SEDRIS는 지형, 특성, 모델을 포함한 종합적인 데이터를 교환할 수 있도록 제작된 표준임.",생략,생략
MND-ISO/IEC 18025:2005,Information technology -- Environmental Data Coding Specification (EDCS),DITA 2023 v3,SEDRIS,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=60505,"SEDRIS는 Synthetic Environment Data Representation and Interchange Specification의 약자로 사용되었으나 지금은 SEDRIS 자체를 고유명사로 사용함. 이전에는 SEDRIS를 DMSO (Defense Modeling and Simulation Office) 에서 주관하였으나, 현재는 DoD M&S Coordination Office과 주관하고 있음. SEDRIS는 지형, 특성, 모델을 포함한 종합적인 데이터를 교환할 수 있도록 제작된 표준임.",생략,생략
MND-ISO/IEC 18026:2009,"Information technology -- Spatial Reference Model (SRM), 2009-07-13",DITA 2023 v3,SEDRIS,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=54166,"지표상의 위치를 확인할 수 있는 표시, 코드 또는 값, 공간 단위를 확인할 수 있는 지리 코드 표준임.",생략,생략
MND-ISO/IEC 18031 : 2005,"Information technology -- Security techniques -- Random bit generation, 2005-11-04",DITA 2023 v3,암호화,사양(Retired),ISO(,www.iso.org/iso/home/store/catalogue_ics/catalogue_detail_ics.htm?csnumber=30816,"본 표준은 암호 어플리케이션에 적용할 수 있는 난수 비트 발생기에 대한 개념적 모델과 용어, 블록 설정 관련 요구사항 및 시스템 요구사항 등에 대해 정의한다.",생략,생략
MND-ISO/IEC 18031:2011,"Information technology  Security techniques  Random bit generation, 2011-11",DITA 2023 v3,암호화,필수(Mandated),ISO(,,"본 표준은 암호 어플리케이션에 적용할 수 있는 난수 비트 발생기에 대한 개념적 모델과 용어, 블록 설정 관련 요구사항 및 시스템 요구사항 등에 대해 정의한다.",생략,생략
MND-ISO/IEC 18033-2:2006,Information technology -- Security techniques -- Encryption algorithms -- Part 2: Asymmetric ciphers,DITA 2023 v3,암호화,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=37971,"본 표준은 데이터의 기밀성 보장을 위한 암호기술을 서술하고 있는 ISO/IEC 18033의 2부이며, 공개키 암호에 대하여 기술한다.",생략,생략
MND-ISO/IEC 18033-3:2010,Information technology -- Security techniques -- Encryption algorithms -- Part 3: Block ciphers,DITA 2023 v3,암호화,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=54531,"본 표준은 데이터의 기밀성 보장을 위한 암호기술을 서술하고 있는 ISO/IEC 18033의 3부이며, 대칭적으로 동작하는 암호시스템인 블록 암호에 대하여 기술한다.",생략,생략
MND-ISO/IEC 18041-4:2007,"Information techology -- Computer graphics, image processing and environmental data representation  ",DITA 2023 v3,SEDRIS,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_ics/catalogue_detail_ics.htm?csnumber=45950,"SEDRIS는 Synthetic Environment Data Representation and Interchange Specification의 약자로 사용되었으나 지금은 SEDRIS 자체를 고유명사로 사용함. 이전에는 SEDRIS를 DMSO (Defense Modeling and Simulation Office) 에서 주관하였으나, 현재는 DoD M&S Coordination Office과 주관하고 있음. SEDRIS는 지형, 특성, 모델을 포함한 종합적인 데이터를 교환할 수 있도록 제작된 표준임.",생략,생략
MND-ISO/IEC 18042-4:2006,"Information techology -- Computer graphics, image processing  Spatial Reference Model (SRM) language",DITA 2023 v3,SEDRIS,미래(Emerging),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=30827,"SEDRIS는 Synthetic Environment Data Representation and Interchange Specification의 약자로 사용되었으나 지금은 SEDRIS 자체를 고유명사로 사용함. 이전에는 SEDRIS를 DMSO (Defense Modeling and Simulation Office) 에서 주관하였으나, 현재는 DoD M&S Coordination Office과 주관하고 있음. SEDRIS는 지형, 특성, 모델을 포함한 종합적인 데이터를 교환할 수 있도록 제작된 표준임.",생략,생략
MND-ISO/IEC 19503:2005,XML Metadata Interchange (XMI) version 2.0.1,DITA 2023 v3,XMI,사양(Retired),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=32622,특정 벤더의 모델링 도구나 메타데이터 저장소간에 객체 기반의 구조화된 메타데이터의 상호 교환을 가능케 하는 표준임.,생략,생략
MND-ISO/IEC 19775-1:2008,Information technology  Computer graphics and image processing  Extensible 3D(X3D) -- Part 1: Archit,DITA 2023 v3,X3D,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_ics/catalogue_detail_ics.htm?csnumber=44679,X3D는 인터넷 웹상에서 3차원의 가상현실을 볼 수 있도록 하는데 사용되는 모델링 언어로 본 표준에서는 X3D의 아키텍처와 코어 및 제공 컴포넌트에 대한 상세 사양을 제공함.,생략,생략
MND-ISO/IEC 19775-2:2010,Information technology -- Computer graphics and image processing  Extensible 3D(X3D) -- Part 2: Scen,DITA 2023 v3,X3D,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_ics/catalogue_detail_ics.htm?csnumber=44680,X3D는 인터넷 웹상에서 3차원의 가상현실을 볼 수 있도록 하는데 사용되는 모델링 언어로 본 표준에서는 X3D의 아키텍처와 코어 및 제공 컴포넌트에 대한 상세 사양을 제공함.,생략,생략
MND-ISO/IEC 19784-1:2006 w/Amd 1:2007,Information technology -- Biometric application programming interface -- Part 1: BioAPI specificatio,DITA 2023 v3,생체인식,사양(Retired),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=43613,본 표준은 생체인식 기술의 종류에 무관하게 사용할 수 있도록 생체인식 응용프로그램 인터페이스(API : Application Programming Interface)를 정의한 표준이다.,생략,생략
MND-ISO/IEC 19784-1:2018,"Information technology  Biometric application programming interface  Part 1: BioAPI specification, 2",DITA 2023 v3,생체인식,필수(Mandated),ISO(,,본 표준은 생체인식 기술의 종류에 무관하게 사용할 수 있도록 생체인식 응용프로그램 인터페이스(API :Application Programming Interface)를 정의한 표준이다.,생략,생략
MND-ISO/IEC 19785-1:2015,Information technology -- Common Biometric Exchange Formats Framework -- Part 1: Data element specif,DITA 2023 v3,생체인식,필수(Mandated),,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=66179,"본 표준은 Biometric Information Records(BIRs)에 대한 데이터 요소와 구조를 정의하고, CBEFF 요구사항에 따르는 표준의 적용 가능성을 위해 사용하는 도메인의 컨셉을 설명하는 표준으로 2010년판에 대한 개정 표준이다.",생략,생략
MND-ISO/IEC 19794-2:2011,"Information technology -- Biometric data interchange formats -- Part 2: Finger minutiae data, 2011-1",DITA 2023 v3,생체인식,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=50864,본 표준은 생체 데이터 교환 포맷을 정의하기 위한 일반적인 관점과 요구사항들을 설명하는 표준이다.,생략,생략
MND-ISO/IEC 19795-1:2006,Information technology -- Biometric performance testing and reporting -- Part 1: Principles and fram,DITA 2023 v3,생체인식,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=41447,"본 표준은 성과 예측, 실행 결과 비교, 열거된 실행 요구사항에 따른 실증 등을 포함하는 목적을 위해 에러율과 처리율에 대한 생체 시스템의 성과를 측정하는 일반적인 원칙을 정의한 표준이다.",생략,생략
"MND-ISO/IEC 8632-1:1999 w/Cor 1:2006, Cor 2:2007",Information technology -- Computer graphics -- Metafile for the storage and transfer of picture deio,DITA 2023 v3,Metafile,사양(Retired),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=32378,본 규격은 KS X ISO/IEC 8632에서 정의한 화상 표현 정보의 저장과 검색 그리고 이에 적합한 파일형식을 정의함. 이 파일 형식은 구조가 다른 시스템 간 처리 능력과 설계 가 서로 다른 장치 간에 상호 호환성을 가지고 화상을 서술할 수 있도록 하는 순서적 엘리먼트의 집합으로 되어 있음. 이 화상의 서술은 정지 화상을 포함하고 있음.,생략,생략
MND-ISO/IEC 9075-10:2008,"Information technology -- Database languages -- SQL -- Part 10: Object Language Bindings (SQL/OLB), ",DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=38644,본 표준은 SQL 문장을 SQL-J로 알려진 Java 프로그램으로 임베딩하기 위한 SQL 확장자를 정의한다. 또한 임베딩의 구문 및 의미와 함께 SQL-J 어플리케이션의 이진 이식성을 보장하기 위한 메커니즘을 정의,생략,생략
MND-ISO/IEC 9075-11:2011,Information technology -- Database languages -- SQL -- Part 11: Information and Definition Schemas (,DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=53685,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9075-13:2008,Information technology -- Database languages -- SQL -- Part 13: SQL Routines and Types Using the Jav,DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=38646,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9075-14:2011,Information technology -- Database languages -- SQL -- Part 14: XML-Related Specifications (SQL/XML),DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=53686,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9075-1:2011,Information technology -- Database languages -- SQL -- Part 1: Framework (SQL/Framework),DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=53681,이 표준은 SQL 문법을 명세하기 위해서 ISO/IEC 9075의 다른 표준에서 사용된 개념적인 프레임 워크와 구현에 의한 처리 결과에 대해서 묘사한다. 또한 이 표준은 다른 ISO/IEC 9075의 표준에 서 사용된 용어와 표기를 정의한다.,생략,생략
MND-ISO/IEC 9075-2:2011,Information technology -- Database languages -- SQL -- Part 2: Foundation (SQL/Foundation),DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=53682,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9075-3:2008,Information technology -- Database languages -- SQL -- Part 3: Call-Level Interface (SQL/CLI),DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=38641,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9075-4:2011,Information technology -- Database languages -- SQL -- Part 4: Persistent Stored Modules (SQL/PSM),DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=53684,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9075-9:2008,Information technology -- Database languages -- SQL -- Part 9: Management of External Data (SQL/MED),DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=38643,"ISO/IEC 9075의 Framework 부분은 필수적인 사항이며, 이는 Framework이 다른 부분들에 대한 기초 컨셉으로 활용됨.",생략,생략
MND-ISO/IEC 9579:2000,"Information technology -- Remote database access for SQL with security enhancement, 2000-02-24",DITA 2023 v3,SQL,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=30615,SQL 클라이언트 및 서버 간 원격으로 데이터베이스에 액세스하는 정보 기술에 관한 표준임.,생략,생략
MND-ISO/IEC 9636:1991(R1999),Information technology -- Computer graphics -- Interfacing techniques for dialogues with graphical d,DITA 2023 v3,CGI,필수(Mandated),ISO(,www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=17450,정보 기술 - 컴퓨터 그래픽 - 그래픽 장치와의 대화(dialogue)를 위한 인터페이스 기술임.,생략,생략
MND-ITU-R TF.1010-1,"Relativistic Effects in a Coordinate Time System in the Vicinity of the Earth, 1997-10",DITA 2023 v3,Time System,사양(Retired),ITU-,www.itu.int/dms_pubrec/itu-r/rec/tf/R-REC-TF.1010-1-199710-I!!PDF-E.pdf,본 표준은 지구 근방에서의 조정 시간 시스템의 상대론적 현상에 기반하여 날짜와 시간을 조장하기 위해 사용되는 표준 인터페이스를 정의한다.,생략,생략
MND-ITU-R TF.460-6,"Standard-frequency and time-signal emissions, 2002-02",DITA 2023 v3,표준주파수/시간신호방출,필수(Mandated),ITU-,www.itu.int/rec/R-REC-TF.460/en,국방 체계간의 시간정보 교환을 위한 표준으로 본 표준은 모든 표준 주파수 및 표준 시보 송출이 협정 세계시(Coordinated Universal Time: UTC)를 최대한 준수할 것을 권고함. 이를 위해 본 표준은 세계시(UTC) 준수를 위한 세부 명세를 제공하며 1975년 1월 1일 이후로 모든 표준 주파수 및 표준 시보 송출이 위 사항을 따를 것을 권고함.,생략,생략
MND-ITU-T E.164,"The international public telecommunication numbering plan, 2010-11",DITA 2023 v3,E.164,사양(Retired),ITU-,www.itu.int/rec/T-REC-E.164/en,"eNUM Telephone NUmber Mapping 혹은 E.164 NUmber Mapping의 약어로서, 일반적으로 사용되고 있는 E.164를 인터넷주소체계로 변환해 주는 프로토콜이다. 즉 다양한 인터넷 관련기술(VoIP, FoIP, Teleconference)을 접목시킴으로 이용자는 e메일, 홈페이지, 일반전화, 인터넷전화, 이동전화, FAX 등 다양한 서비스에 손쉽게 접근할 수 있도록 하는 통합적인 성격의 새로운 개념의 주소체계로 볼 수 있음.",생략,생략
